pActivity,activity,selectivity,labels,MaxAbsEStateIndex,MinEStateIndex,SPS,MolWt,BCUT2D_MWHI,BalabanJ,BertzCT,HallKierAlpha,Ipc,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumRotatableBonds,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP
6675720000000000.0,active,S1R selective,1,12.684947349415033,-0.09862762810946557,17.405405405405407,500.6870000000002,16.150491770359167,1.1766924034190254,1033.1277251487616,-2.979999999999999,278769034.8200017,10.216698334856808,0.0,5.783244946364939,5.907179729351506,0.0,0.0,19.388893829844598,0.0,0.0,6.423349895620259,55.51473452994172,50.07268954853704,55.579912116788385,13.08951281182515,9.589074368143644,17.377810950400008,0.0,14.699729192551434,0.0,44.56677056670402,57.67483985130693,65.72420659954848,12.343784214475903,5.316788604006331,5.687386274683562,0.0,0.0,84.79004594471645,4.794537184071822,12.343784214475903,54.446369905021875,0.0,0.0,55.89,0.0,9.589074368143644,0.0,18.23518108162902,23.359045663990127,38.64168807572427,45.1936209264552,36.39820241076966,23.099010936235306,21.03704238456293,6.423349895620259,0.0,32.54599684578224,2.9360556004402785,1.915880439901445,2.559361229157069,17.030790269761663,13.513530439117815,7.165051842506153,0.0,1,1,1,2,2,0,2,11,1,2,4,4.131700000000002
7113510000000000.0,active,S2R selective,1,12.669429853986287,0.05372120467362862,18.03030303030303,443.6350000000001,16.138298694900108,1.2502667129543859,904.1332085924678,-2.6099999999999994,46792694.35045951,9.799819461700956,0.0,5.783244946364939,0.0,0.0,0.0,9.694446914922299,0.0,0.0,6.423349895620259,55.51473452994172,50.07268954853704,55.579912116788385,6.544756405912575,4.794537184071822,11.470631221048501,0.0,9.799819461700956,0.0,44.56677056670402,50.7132045722385,65.72420659954848,12.343784214475903,4.899909730850478,5.687386274683562,0.0,0.0,67.43820007860188,0.0,12.343784214475903,54.446369905021875,0.0,0.0,26.79,0.0,4.794537184071822,0.0,5.783244946364939,17.671659389306566,31.239561538582684,58.28313373828034,0.0,54.59730361615449,20.62016351140708,6.423349895620259,0.0,20.255396348101264,0.0,2.5096655355280837,2.8525250426601243,18.144820227145093,13.807276890536633,7.430315956028801,0.0,0,1,1,2,2,0,2,9,1,2,4,4.697600000000004
5158450000000000.0,active,S1R selective,1,13.184492065744966,-0.48500269772227345,13.868421052631579,514.6010000000003,19.142148163264384,1.238524032246701,1262.8501454836758,-4.06,359892754.2369888,4.899909730850478,5.817220841045895,5.783244946364939,0.0,5.687386274683562,0.0,24.70867491453835,4.39041504767482,0.0,6.423349895620259,30.18590259270208,54.927231931305236,68.21556183047622,11.468067454730246,14.108263280564312,17.158017495732064,0.0,9.799819461700956,0.0,12.965578028838586,50.713204572238496,105.4182984064418,12.343784214475903,4.899909730850478,15.765187597041944,0.0,0.0,66.31967029827159,6.544756405912575,28.27532332428737,27.905713282088815,0.0,0.0,69.92999999999999,4.923311048817671,19.299270500512215,0.0,17.287852062094395,24.21641579521914,56.94019782478201,36.39820241076966,12.13273413692322,24.26546827384644,20.62016351140708,6.423349895620259,13.184492065744966,30.049059098268913,10.830542102103342,3.027378355402167,2.3578897663112452,19.738053096285984,6.612137915793358,6.867114266756695,0.0,0,0,1,1,3,0,3,11,1,1,4,4.6124000000000045
5760200000000000.0,active,S1R selective,1,12.716189819433316,0.08531984691458216,17.64864864864865,499.7430000000005,16.138300199551455,1.14029193815178,993.358866625277,-2.4499999999999993,278323157.80496204,4.899909730850478,0.0,5.783244946364939,0.0,0.0,0.0,14.594356645772777,0.0,0.0,6.423349895620259,79.27728722702355,57.68080961784281,49.892525842104824,6.544756405912575,4.794537184071822,5.783244946364939,0.0,14.699729192551434,0.0,64.33215101224667,52.358051247300594,70.78474251448087,12.343784214475903,0.0,0.0,0.0,0.0,78.88286621536494,6.4208216229260096,19.267521414166527,71.99409451134188,0.0,0.0,26.790000000000006,0.0,4.794537184071822,0.0,5.783244946364939,0.0,49.64465627613169,82.37561475051295,0.0,43.321939610460284,32.7528976483303,6.423349895620259,0.0,20.54124434693247,0.0,3.936054916957172,2.939454453921863,16.761213986795532,16.050393142545346,10.938305819514293,0.0,0,1,1,2,2,0,2,12,1,2,4,5.434220000000006
5220840000000000.0,active,S1R selective,1,12.59263172761104,-0.5075588688199661,14.194444444444445,491.59200000000027,16.628271093858615,1.335917075532659,1055.0667490950577,-3.5799999999999996,110535211.1755341,20.433396669713616,0.0,5.783244946364939,0.0,11.594566004035068,0.0,19.703392636909218,0.0,0.0,6.423349895620259,18.053168455778863,56.74138073743619,61.54687064157707,11.468067454730246,14.512385416961315,17.377810950400008,0.0,20.433396669713616,0.0,12.841643245852019,58.902807653213166,75.33560929154945,12.343784214475903,10.633577208012662,5.687386274683562,0.0,0.0,85.31636283944825,0.0,22.458102483241476,39.121072089086645,0.0,0.0,107.82000000000002,4.923311048817671,19.703392636909218,0.0,17.377810950400008,29.779867286916136,58.65493808724004,24.26546827384644,24.26546827384644,0.0,26.35383098856926,6.423349895620259,0.0,40.22179096703939,16.92867893885323,1.1954731050619882,2.1566234553221855,11.909921026377216,7.201615842114009,8.385896665231977,0.0,2,0,1,1,2,0,2,13,1,1,3,2.1762000000000015
6913640000000000.0,active,S2R selective,1,12.626929157456546,-0.2712373917902413,12.727272727272727,447.53500000000025,16.5082137544514,1.4736599471290543,1068.4273969945002,-3.68,26204645.298310164,19.527377465406477,12.356393797796823,11.49902366656781,0.0,5.907179729351506,0.0,9.694446914922299,0.0,5.261891554738487,6.423349895620259,5.920434318855644,67.26595960039265,19.634269217737724,31.415719378741333,19.005126045471968,5.907179729351506,5.261891554738487,10.216698334856808,0.0,25.807221274690605,40.46074626480571,52.58564130909603,35.66154102711989,19.527377465406477,0.0,17.248535499851716,0.0,51.267835725007686,12.965578028838586,23.674897082006662,39.889986396711826,0.0,0.0,83.82000000000001,0.0,4.794537184071822,0.0,12.514061693864424,23.421171222590473,50.395757753083565,17.193270051855603,26.35232921947829,6.069221312792274,28.26986679063567,25.895830311758893,16.283870742818188,15.041835725643029,12.043911596246698,3.288748223845481,4.018692997958883,10.907714353341143,8.024775900748326,3.414773544667846,3.309010248063739,1,0,1,1,2,0,2,10,0,0,3,3.155780000000002
8431800000000000.0,active,S1R selective,1,4.387766066651556,0.98489879048449,15.583333333333334,317.436,15.113860330468299,1.3517047546686796,832.4258467944388,-2.3899999999999992,755968.8556029926,4.9839785209472085,5.647177220767728,0.0,0.0,0.0,0.0,4.899909730850478,4.9839785209472085,0.0,0.0,36.407855449141934,49.07651143338009,36.432875661213096,0.0,0.0,16.606505965301793,0.0,14.867866772744895,0.0,19.26246486877803,19.634269217737724,72.0611797126853,0.0,0.0,0.0,0.0,0.0,34.50213599048262,6.4208216229260096,0.0,23.96854622924601,0.0,16.606505965301793,31.92,0.0,0.0,0.0,0.0,0.0,25.15751165551889,41.47263137969265,0.0,12.263210640074686,63.538932861961506,0.0,0.0,10.226436365932079,1.2372940748815224,5.200295142344553,0.0,14.946424495388483,9.849141758188058,3.3737414965986394,0.0,1,0,1,1,1,2,3,5,0,0,4,4.284800000000003
8698970000000000.0,active,S2R selective,1,4.295972222222223,0.9183852985638701,94.85714285714286,277.411,15.130598440796918,1.023664311129794,624.5319118959337,-0.04,331296.9731785854,5.316788604006331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.02522440766968,12.586597235060536,0.0,0.0,0.0,0.0,5.316788604006331,94.18358116181767,18.88348407499998,6.544756405912575,0.0,0.0,5.316788604006331,0.0,0.0,0.0,12.586597235060536,0.0,94.18358116181767,12.841643245852019,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,17.374737344706134,89.39544105217207,12.841643245852019,0.0,5.316788604006331,0.0,0.0,0.0,4.295972222222223,0.9183852985638701,18.541379755605945,1.007523148148148,3.338822908793147,1.4812500000000002,0.0,1,11,0,11,0,0,0,3,0,11,11,2.0902
7.74473e+16,active,S2R selective,1,2.8710185185185186,1.0017838246409674,39.42857142857143,193.33399999999997,15.230122119503571,1.559328164110836,175.41224379301335,-0.04,4564.742702217989,0.0,0.0,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,19.26246486877803,44.442835783717456,18.628438064208495,0.0,0.0,0.0,0.0,4.899909730850478,5.917906046161393,69.87107626463002,6.544756405912575,0.0,0.0,0.0,0.0,0.0,0.0,23.528347795058977,0.0,5.917906046161393,57.787394606334104,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0,18.001587704457314,64.33215101224668,0.0,0.0,4.899909730850478,0.0,0.0,2.8710185185185186,0.0,0.0,1.0601388888888885,2.0035676492819348,13.611571239606953,1.4537037037037037,0.0,0,1,2,3,0,0,0,2,2,3,3,3.193500000000002
7721250000000000.0,active,S1R selective,1,4.128333333333334,0.9763208616780044,64.10526315789474,257.421,15.018219488087494,1.2100657054054946,405.9133458007217,-0.04,80607.18633447353,5.316788604006331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.26246486877803,85.48919731306914,6.041840829147961,0.0,0.0,0.0,0.0,5.316788604006331,53.26115441545253,50.987592189630035,6.544756405912575,0.0,0.0,5.316788604006331,0.0,0.0,0.0,12.586597235060536,0.0,53.26115441545253,44.94575136048208,0.0,0.0,12.03,0.0,0.0,0.0,0.0,0.0,23.79555896763214,74.15630079751098,12.841643245852019,0.0,5.316788604006331,0.0,0.0,0.0,4.128333333333334,0.0,10.518026528512639,0.9763208616780044,10.843708165364912,1.3669444444444445,0.0,1,6,0,6,0,0,0,3,0,6,6,3.3027000000000024
